sample_name,annual_precpt,annual_temp,bulk_elect_conductivity,collection_date,collection_time,cur_land_use,cur_vegetation,depth,ecoregion,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,growth_facil,infiltration_1,infiltration_2,infiltration_notes,lat_lon,misc_param,other,other_treatment,previous_land_use,samp_store_temp,sample_collection_dev,sampling_set,shipped_sample_size,soil_type,soil_type_meth,storage_condt,temp,water_content,watering_regm,weather,agrochem_addition,chem_administration,crop_rotation,drainage_class,extreme_event,fao_class,fire,flooding,link_climate_info,neon_plot_id,previous_land_use_meth,season_precpt,season_temp,slope_aspect,slope_gradient,tillage
60920_5_A,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-22 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,slide hammer corer 7.5X30 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_5_B,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-20 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,slide hammer corer 7.5X30 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_5_C1,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-10 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,hand collected 5X10 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_5_C2,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-10 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,hand collected 5X10 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_5_C3,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-10 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,hand collected 5X10 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_5_C4,,,0.008 mS/cm,2023-08-07,14:50:00 hh:mm:ss,tundra,shrub,0-10 cm,Tundra,876.529 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Imnavait Creek",field,00:02 mm:ss,00:02 mm:ss,,"68.6172, -149.3174",,extreme event: glaciated ca. 250 ka,,,4 C,hand collected 5X10 cm,5,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,22.7 C,0.085 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_A,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-13.5cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,slide hammer corer 7.5X30 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_B,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-15cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,slide hammer corer 7.5X30 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_C1,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-10 cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_C2,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-10 cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_C3,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-10 cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_6_C4,,,0.051 mS/cm,2023-08-08,09:52:00 hh:mm:ss,tundra,non-acidic intertussock,0-10 cm,Tundra,746.221 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6345, -149.6431",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,6,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.438 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_A,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-15 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,slide hammer corer 7.5X30 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_B,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-18 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,slide hammer corer 7.5X30 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_C1,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-10 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_C2,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-10 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_C3,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-10 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_7_C4,,,0.034 mS/cm,2023-08-08,10:36:00 hh:mm:ss,tundra,non-acidic non-tussock tundra,0-10 cm,Tundra,722.613 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6336, -149.6328",,extreme event: glaciated ca. 20 ka,,,4 C,hand collected 5X10 cm,7,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,15.8 C,0.287 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_A,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-23.5 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,slide hammer corer 7.5X30 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_B,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-27.5 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,slide hammer corer 7.5X30 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_C1,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-10 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_C2,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-10 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_C3,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-10 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_8_C4,,,0.021 mS/cm,2023-08-08,13:52:00 hh:mm:ss,tundra,intertussock,0-10 cm,Tundra,752.34 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:02 mm:ss,00:02 mm:ss,,"68.6234, -149.6109",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,8,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.9 C,0.378 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_A,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-22.5 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,slide hammer corer 7.5X30 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_B,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-30 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,slide hammer corer 7.5X30 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_C1,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-10 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_C2,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-10 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_C3,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-10 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60920_9_C4,,,0.014 mS/cm,2023-08-08,15:00:00 hh:mm:ss,tundra,tussock,0-10 cm,Tundra,753.118 m,polar biome [ENVO:01000339],__hillside [ENVO:01000333],frost-susceptible soil [ENVO:01001638],"United States: Alaska, Toolik Lake",field,00:05 mm:ss,00:05 mm:ss,,"68.6232, -149.6108",,extreme event: glaciated ca. 60 ka,,,4 C,hand collected 5X10 cm,9,1 core,Gelisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,18.7 C,0.394 m3/m3,,,,,,,,,,,,,,,,,,
60921_1_A,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,"{HH:MM:SS} Due to the angle of the hillslope- 96.3% (43.33 deg), it was difficult to ensure that the ring was inserted evenly into 1 horizon while being level. The side of the ring facing outward (downslope) was situated appropriately at the start of the mineral horizon. But the back of the ring was deeper into the soil thatn the marked line. Lines on bottles were in 100 mL increments. A full 500mL of water was infiltrated. Do to working on such a steep incline, some water was lost outside of the infiltration ring. < ~25 mL","44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_1_B,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,"{HH:MM:SS} Due to the angle of the hillslope- 96.3% (43.33 deg), it was difficult to ensure that the ring was inserted evenly into 1 horizon while being level. The side of the ring facing outward (downslope) was situated appropriately at the start of the mineral horizon. But the back of the ring was deeper into the soil thatn the marked line. Lines on bottles were in 100 mL increments. A full 500mL of water was infiltrated. Do to working on such a steep incline, some water was lost outside of the infiltration ring. < ~25 mL","44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_1_C1,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,,"44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_1_C2,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,,"44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_1_C3,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,,"44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_1_C4,2050 mm,9.5 C,0.007 mS/cm,2023-06-26,17:12:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:03 mm:ss,00:08 mm:ss,,"44.217282, -122.260051",,60921_SF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,20.6 C,0.134 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,281 degrees,96.3 percent,
60921_2_A,2050 mm,9.5 C,0.000 mS/cm,2023-06-26,14:56:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Great Basin,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:02 mm:ss,00:03 mm:ss,{HH:MM:SS} Lines on bottles were in 100 mL increments. A full 500mL of water was infiltrated.,"44.217583, -122.260417",,60921_NF1,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,21.2 C,0.142 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,100 degrees,84.4 percent,
60921_2_B,2050 mm,9.5 C,0.000 mS/cm,2023-06-26,14:56:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Great Basin,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:02 mm:ss,00:03 mm:ss,{HH:MM:SS} Lines on bottles were in 100 mL increments. A full 500mL of water was infiltrated.,"44.217583, -122.260417",,60921_NF1,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,21.2 C,0.142 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,100 degrees,84.4 percent,
60921_2_C1,2050 mm,9.5 C,0.000 mS/cm,2023-06-26,14:56:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:02 mm:ss,00:03 mm:ss,,"44.217583, -122.260417",,60921_NF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,21.2 C,0.142 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,100 degrees,84.4 percent,
60921_2_C2,2050 mm,9.5 C,0.000 mS/cm,2023-06-26,14:56:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Great Basin,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],surface soil [ENVO:02000059],"United States: Oregon, Lane County",field,00:02 mm:ss,00:03 mm:ss,,"44.217583, -122.260417",,60921_NF1,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,21.2 C,0.142 m3/m3,,,,,,Well,,,,,SoilWeb: An Online Soil Survey Browser | California Soil Resource Lab (ucdavis.edu),,Andrews Forest Data Web Site (oregonstate.edu),,,100 degrees,84.4 percent,
