Proposal_ID,Sampling_Set,Core_Section,Sample_Name,Bulk_density_g_per_cm3,Beta_Glucosidase_ug_pNP_per_g_per_h,GWC_percent,HClExtOM_TOC_mg_per_kg,HClExtOM_TN_mg_per_kg,Ca_meq_per_100g,Mg_meq_per_100g,Na_meq_per_100g,K_meq_per_100g,SO4_S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,MBC_mg_per_kg,MBN_mg_per_kg,NO3_N_mg_per_kg,NH4_N_mg_per_kg,PO4_P_mg_per_kg,pH,Sand_percent,Silt_percent,Clay_percent,WEOM_TOC_mg_per_kg,WEOM_TN_mg_per_kg,flag_Bulk_density,flag_Beta_Glucosidase,flag_GWC,flag_HClExtOM_TOC,flag_HClExtOM_TN,flag_Ca,flag_Mg,flag_Na,flag_K,flag_SO4S,flag_B,flag_Zn,flag_Mn,flag_Cu,flag_Fe,flag_MBC,flag_MBN,flag_NO3N,flag_NH4N,flag_P,flag_pH,flag_Texture,flag_WEOM_TOC,flag_WEOM_TN
61079,6,BTM,61079_6_BTM,1.03,,20.93,255.65,48.08,3.5,1.36,0.1,0.33,3,2.75,2.33,29.9,1.5,101,,,,,26.54,4.94,7.2,50.3,42.6,15,9.57,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,,,
61079,7,TOP,61079_7_TOP,1.84,,22.89,209.82,40.57,6.07,1.11,0.03,0.5,10,0.28,1.4,17.2,0.9,56,,,18.03,3.09,64.91,6.15,20.5,50.1,29.4,27.59,21.88,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61079,7,BTM,61079_7_BTM,0.92,,20.5,250.63,39.97,6.49,1.19,0.05,0.44,6,0.34,0.9,8.6,0.9,40,,,11.17,2.31,30.23,6.62,16.7,52,31.3,21.12,11.74,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61079,8,TOP,61079_8_TOP,1.63,55.1,22.16,312.32,49.26,5.8,1.45,0.06,0.54,5,0.68,2.28,65.3,1.5,121,,,14.48,5.01,73.27,5.65,16.8,54.2,29.1,22,13.93,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61079,8,BTM,61079_8_BTM,0.73,,19.93,280.02,38.85,5.95,1.5,0.05,0.38,5,0.78,1.2,10.9,1.4,73,,,3.71,2.69,27.69,6.13,,,,87.88,6.14,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61079,9,TOP,61079_9_TOP,2.06,,19.64,458.17,80.22,4.57,1.38,0.03,0.64,11,0.58,1.8,26,1.5,104,,,16.23,4.29,67.73,5.09,10.6,50,39.4,17.28,14.35,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61079,9,BTM,61079_9_BTM,0.97,,20.91,536.21,61.43,5.04,1.39,0.08,0.41,11,1.17,2.5,19.4,2.3,177,,,,,69.12,5.7,,,,23.04,7.92,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61086,1,TOP,61086_1_TOP,1.81,90.5,23.56,1210.48,114.31,,,,,,,,,,,143.8,25.88,12.48,3.58,34.79,7.19,18.6,40.9,40.5,75.1,8.64,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61086,1,BTM,61086_1_BTM,1.78,6.9,20.3,545.35,51.49,5.91,1.49,0.11,0.07,12,0.77,0.3,0.6,0.3,24,7.48,0.45,4.79,1.49,0.85,7.02,9.9,41.5,48.6,30.5,5.37,,,,,,,,,,,,,,,,,,,,,,,,
61086,2,TOP,61086_2_TOP,2.02,55.2,23.29,982.78,100.64,4.98,1.27,0.04,0.38,32,0.48,1.8,10.3,0.8,82,101.63,19.47,13.24,3.65,68.78,6.6,18.8,45.9,35.3,41.41,8.9,,,,,,,,,,,,,,,,,,,,,,,,
61086,2,BTM,61086_2_BTM,1.69,10.1,18.64,515.65,40.42,5.93,1.43,0.08,0.08,16,0.65,0.3,2.4,0.4,9,28.48,3.11,1.82,1.12,1.94,7.06,18.4,44.1,37.5,28.67,1.99,,,,,,,,,,,,,,,,,,,,,,,,
61086,3,TOP,61086_3_TOP,2.06,79.5,23.88,918.3,89.14,6.09,1.23,0.08,0.25,18,0.62,1.3,7.6,0.7,154,91.59,14.99,11.67,2.81,57.46,5.98,25.1,48.6,26.3,26.93,8.81,,,,,,,,,,,,,,,,,,,,,,,,
61086,3,BTM,61086_3_BTM,1.49,,21.37,676.9,50.93,,,,,,,,,,,39.09,4.06,,,2.34,7,,,,16.37,4.04,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61086,4,TOP,61086_4_TOP,1.89,,21.78,1280.57,119.76,,,,,,,,,,,127.95,24.16,,,39.02,7.14,,,,56.37,6.78,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61086,4,BTM,61086_4_BTM,1.86,,16.01,722.48,55.27,,,,,,,,,,,43.13,6.46,,,9.19,7.19,,,,23.54,2.63,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61086,5,TOP,61086_5_TOP,1.74,101.1,21.03,1004.53,145.08,7.4,1.66,0.08,0.33,6,0.55,1.8,6.2,1,17,108.69,26.23,36.1,2.55,51.57,6.95,23.5,46.2,30.3,51.15,38.85,,,,,,,,,,,,,,,,,,,,,,,,
61086,5,BTM,61086_5_BTM,1.67,,13.8,539.06,41.71,,,,,,,,,,,46.13,5.1,,,7.47,7.33,,,,37.84,3.08,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61086,6,TOP,61086_6_TOP,1.25,48.7,42.69,2853.28,152.4,0.54,0.25,0.06,0.14,19,0.7,2.3,6.1,1.1,308,337.29,53.56,0.02,4.34,3.69,4.35,45,36.8,18.3,154.34,5.55,,,,,,,,,,,,,,,,,,,,,,,,
61086,6,BTM,61086_6_BTM,1.52,,16.12,1202.68,36.87,0.49,0.16,0.05,0.04,36,4.49,1.6,4.2,1.5,1375,76.81,4.37,0.87,3.61,2.13,4.78,,,,25.13,2.08,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61090,1,TOP,61090_1_TOP,1.89,,18.64,365.33,52.64,,,,,,,,,,,135.16,25.76,,,363.37,5.53,,,,52.52,11.94,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61090,1,BTM,61090_1_BTM,1.31,,19.91,195.3,18.84,3.55,0.82,0.06,1.31,9,0.24,10,15,5.1,105,54.31,6.33,8.18,5.19,47.96,7.29,52.5,34,13.6,28.64,5.76,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,2,TOP,61090_2_TOP,2.03,,15.14,153.26,16.11,4.45,1.04,0.07,1.07,2,0.19,1.4,4.1,0.8,52,66.94,12.02,1.83,1.58,41.63,6.56,52.6,33.9,13.6,27.51,4.56,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,2,BTM,61090_2_BTM,1.49,,21.83,128.4,9.78,7.28,1.24,0.08,0.61,1,0.11,0.1,0.4,0.4,11,39.95,6.87,1.13,1.7,1.33,8.04,48.7,35.9,15.5,30.52,2.44,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,3,TOP,61090_3_TOP,2.05,,17.67,470.83,53.59,3.5,0.98,0.05,1.39,7,0.19,7.1,10.1,3.6,79,116.94,29.89,6.55,3.58,263.78,5.87,52.7,31.8,15.6,40.36,8.47,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,3,BTM,61090_3_BTM,1.45,,19.97,158.27,15.55,6.76,1.31,0.07,0.96,2,0.19,0.2,0.6,0.4,24,50.08,10.23,3.07,1.3,5.2,7.6,48.7,35.7,15.6,23.13,5.27,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,4,TOP,61090_4_TOP,2.2,,16.32,232.04,23.4,3.72,0.82,0.05,1.16,3,0.27,0.8,5.4,0.4,58,85.98,15.57,1.95,1.83,16.19,6.56,52.8,31.6,15.7,36.19,5.69,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,4,BTM,61090_4_BTM,1.35,,21.42,122.28,9.83,6.73,1.23,0.08,0.86,4,0.45,0.6,1.4,0.6,15,39.31,2.13,1.25,1.35,1.53,7.83,48.5,37.7,13.8,16.84,1.78,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,5,TOP,61090_5_TOP,1.95,,18.13,433.05,43.95,4.41,1.14,0.06,1.32,8,0.3,5.6,7.4,2.7,150,145.34,26.99,7.35,3.08,243.64,6.13,54.5,31.7,13.8,54.68,11.95,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61090,5,BTM,61090_5_BTM,1.45,,14.98,163.49,19.52,9.02,1.68,0.09,1.23,2,0.27,0.2,0.8,0.3,13,58.22,6.28,3.24,1.47,3.38,7.87,50.5,35.7,13.9,24.2,4.22,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61093,1,TOP,61093_1_TOP,0.94,55.6,80.33,467.21,32.73,16.1,7.88,1.41,0.42,22,0.67,4.88,33.9,3.4,80,66.72,17.34,1.32,6.75,60.72,6.66,9.9,47.7,42.4,37.28,5.73,,,,,,,,,,,,,,,,,,,,,,,,
61093,1,BTM,61093_1_BTM,0.79,16,59.67,275.47,16.22,,,,,,,,,,,13.06,3.64,0.61,4.42,49.51,7,10.9,53,36.2,25.7,2.47,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61093,2,TOP,61093_2_TOP,0.71,87.2,159.92,688.05,54.02,,,,,,,,,,,33.81,12.87,0.14,8.16,55.62,6.17,8.9,41,50.2,28.19,5.15,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61093,2,BTM,61093_2_BTM,0.41,,160.15,397.43,35.81,,,,,,,,,,,8.99,5.35,0.29,10.25,49.61,6.16,,,,25.71,2.61,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61093,3,TOP,61093_3_TOP,0.52,70.3,178.47,679.97,84.12,,,,,,,,,,,28.73,7.76,0.38,12.58,49.58,6.87,8.6,41.3,50.2,39.75,8,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61093,3,BTM,61093_3_BTM,0.42,,155.7,290.57,43.42,,,,,,,,,,,7.75,4.04,0.13,15.88,81.4,6.45,,,,40.7,5.19,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61093,4,TOP,61093_4_TOP,1.18,17.3,68.68,288.44,30.66,11.5,5.3,0.63,0.35,31,0.55,3.04,22.3,3,102,29.15,8.84,5.5,6.57,59.62,7.12,20.7,45.2,34.2,39.12,4.97,,,,,,,,,,,,,,,,,,,,,,,,
61093,4,BTM,61093_4_BTM,0.97,7.4,52.8,383.09,30.04,9.6,4.36,0.27,0.24,19,0.33,2.59,30.3,3.6,89,6.67,1.06,0.77,5.42,48.69,6.89,18.8,47.1,34.2,33.32,2.85,,,,,,,,,,,,,,,,,,,,,,,,
61093,5,TOP,61093_5_TOP,1.23,32.6,52.63,492.62,30.08,12.9,6.32,0.96,0.31,37,0.44,3.17,24.7,2.5,56,25.12,6.18,2.97,3.37,40.28,7.1,26.7,39.2,34.2,30.19,3.93,,,,,,,,,,,,,,,,,,,,,,,,
61093,5,BTM,61093_5_BTM,1.12,4.9,26.34,222.28,12.97,,,,,,,,,,,22.22,3.1,0.34,1.68,31.71,7.21,60.5,19.4,20.2,18.85,1.46,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61093,6,TOP,61093_6_TOP,0.79,34,82.3,257.1,20.79,14.3,7.48,1.87,0.41,27,0.54,4.18,25.3,3.3,64,20.02,5.53,1.6,3.59,46.72,6.78,10.5,49.4,40.1,33.23,3.15,,,,,,,,,,,,,,,,,,,,,,,,
61093,6,BTM,61093_6_BTM,0.63,,62.35,350.19,30.74,,,,,,,,,,,16.39,2.36,0.49,5.04,51.54,6.93,,,,32.28,2.24,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61093,7,TOP,61093_7_TOP,0.4,,612.56,1135.49,120.03,,,,,,,,,,,383.44,50.78,0.39,30.95,71.31,6.6,,,,449.88,57.34,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61093,7,BTM,61093_7_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61104,1,TOP,61104_1_TOP,0.38,,553.93,16609.88,800.07,12,4.8,0.28,1.41,60,0.3,23.1,133,3,450,,,0.47,94.98,20.77,3.58,,,,1431.97,44.74,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61104,1,BTM,61104_1_BTM,0.71,,677.64,18122.31,499.53,3.2,2.5,0.24,0.64,30,1,5.65,15.5,1.5,1150,,,0.21,138.32,18.24,3.58,,,,1715.42,46.59,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61104,2,TOP,61104_2_TOP,0.18,,758.39,21632.06,319.89,10,4.1,0.37,3.15,100,0.2,17.2,630,4,260,,,0.27,67.44,24.42,3.68,,,,1633.54,17.57,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61104,2,BTM,61104_2_BTM,0.39,,1154.21,26430.49,316.72,,,,,,,,,,,,,0.13,26.43,25.89,3.56,,,,1871.14,25.82,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61111,1,TOP,61111_1_TOP,1.31,,37.34,1189.33,68.26,17.18,0.74,0.06,0.36,5,0.57,4.6,10.9,1.7,17,,,4.14,2.19,29.24,6.84,49.5,24.1,26.4,93.17,11.74,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,1,BTM,61111_1_BTM,1.23,,19.73,301.56,21.57,5.75,0.29,0.07,0.21,2,0.15,0.8,7.4,0.9,10,,,,,34.26,7.12,,,,8.34,0.84,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61111,2,TOP,61111_2_TOP,0.63,,41.55,2293.84,132.88,26.93,1.08,0.06,0.72,10,1.1,9.3,15.5,1.4,15,,,7.61,3.66,18.21,7.14,,,,93.68,12.73,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61111,2,BTM,61111_2_BTM,2.19,,16.34,471.08,27.74,6.9,0.31,0.28,0.59,8,0.38,1,4.4,0.8,10,,,1.54,1.75,2.35,7.57,,,,20.34,2.46,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61111,3,TOP,61111_3_TOP,0.59,,35.85,5063.59,414.86,9.65,1.14,0.16,0.92,42,0.33,25,75.2,2.1,348,,,,,17.81,4.98,,,,672.9,39.55,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61111,3,BTM,61111_3_BTM,1.46,,20.21,1750.09,136.49,8.77,0.72,0.14,0.41,13,0.45,6,13.4,1.2,57,,,0.37,3.74,132.09,6.73,,,,65.21,4.76,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61111,4,TOP,61111_4_TOP,1.16,,26.84,1269.79,106.03,7.75,0.71,0.05,0.61,11,0.49,9.7,36.7,2.2,180,,,0.7,6.28,45.25,5.95,52.8,22,25.3,64.82,5.15,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,4,BTM,61111_4_BTM,1.62,,15.74,316.6,28.03,4.78,0.44,0.14,0.39,3,0.22,1.2,10.8,0.9,26,,,0.43,1.97,32.59,6.82,48.6,22.5,28.9,16.14,1.48,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,5,TOP,61111_5_TOP,0.55,,51.65,3531.27,155.62,,,,,,,,,,,,,,,11.22,6.77,,,,206.45,13.61,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61111,5,BTM,61111_5_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61111,6,TOP,61111_6_TOP,0.74,,18.53,4308.95,360.54,13.37,0.81,0.09,0.38,3,0.07,0.8,5.1,0.2,16,,,,,9.71,5.58,52.8,24.1,23.2,286.58,25.26,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,,,
61111,6,BTM,61111_6_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61111,7,TOP,61111_7_TOP,1.25,,25.18,2602.98,166.35,18.6,0.9,0.05,0.48,1,0.01,1.1,3.1,0.3,3,,,6.42,2.98,4.63,7.57,47.6,22.2,30.2,119.62,14.86,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,7,BTM,61111_7_BTM,1.28,,16.13,294.05,16.37,3.39,0.48,0.08,0.32,0.01,0.04,0.1,0.5,0.1,1,,,0.23,1.43,3.48,7.39,44.7,22.2,33.2,21.07,1.44,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,8,TOP,61111_8_TOP,1.31,,12.91,1109.68,90.65,2.1,0.45,0.04,0.6,6,0.31,3.1,6.2,0.9,55,,,1.63,2.75,61.24,5.94,55.9,17.6,26.4,64.06,6.93,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61111,8,BTM,61111_8_BTM,1.35,,16.57,395.42,25.73,0.78,0.23,0.04,0.44,17,0.11,1,10.3,0.4,8,,,0.37,2.05,4.53,5.53,45.5,16.3,38.2,11.8,0.9,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61115,1,TOP,61115_1_TOP,1.31,,40.46,583.78,31.72,5.41,1.24,0.09,0.24,9,0.14,3.9,54.9,1.6,70,85.11,23.78,0.18,6.71,19.53,5.98,56.7,16.2,27.2,26.31,4.2,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61115,1,BTM,61115_1_BTM,1.01,,41.2,448.76,19.09,6.95,2.64,0.16,0.37,14,0.13,2.8,33.7,2.1,76,30.46,9.42,0.2,4.9,12.55,5.53,21.1,30.3,48.6,26.84,2.47,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61115,2,TOP,61115_2_TOP,2.07,,25.5,411.26,18.15,1.93,1.22,0.3,0.18,71,0.09,0.7,38.3,0.4,25,5.98,1.83,,,7.15,5.23,17.4,40.4,42.2,14.81,0.45,,Insufficient_Material,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61115,2,BTM,61115_2_BTM,1.12,,22.36,305.92,12.7,1.36,1.31,0.39,0.12,72,0.09,0.9,43.6,0.5,39,1.65,1.64,,,4.92,4.94,11.6,47.4,40.9,18.58,0.82,,Insufficient_Material,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61115,3,TOP,61115_3_TOP,0.86,,62.67,652,31.5,5.49,1.38,0.15,0.3,17,0.18,5.1,147.1,1.5,130,156.3,36.4,0.36,4.32,25.67,5.98,55.9,15.3,28.9,37.52,2.61,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,,,
61115,3,BTM,61115_3_BTM,1.32,,39.71,421.09,16.73,6.75,2.91,0.14,0.46,15,0.13,2.2,80.9,1.7,71,16.68,3.96,,,11.2,5.59,21,20.4,58.6,22.73,1.5,,Insufficient_Material,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61115,4,TOP,61115_4_TOP,1.55,,38.54,675.3,27.96,3.53,0.76,0.07,0.15,9,0.14,2.8,60.3,0.8,70,120.63,26.88,,,32.1,5.77,72.3,7.3,20.4,32.04,3.11,,Insufficient_Material,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61115,4,BTM,61115_4_BTM,0.77,,35.66,708.24,25.93,1.95,0.46,0.06,0.14,10,0.27,2.7,89.5,1,238,59.97,11.35,0.04,6.29,41.15,5.41,,,,58.57,3.66,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61115,5,TOP,61115_5_TOP,0.95,,63.75,834.44,56.85,,,,,,,,,,,39.22,15.97,,,55.78,6.18,,,,60.62,14.32,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61115,5,BTM,61115_5_BTM,0.45,,50.31,722.43,26.03,10.39,3.09,0.31,0.62,10,0.17,6.2,52.9,2.4,109,19.37,6,3.63,5.94,23.92,6.2,,,,40.34,6.15,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61115,6,TOP,61115_6_TOP,1.12,,61.3,1006.79,63.18,12,3.86,0.3,0.59,5,0.56,6.52,108.5,2.6,166,61.56,21.67,,,49.31,5.93,,,,130.19,12.19,,Insufficient_Material,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61115,6,BTM,61115_6_BTM,1.25,,36.21,651.56,23.59,9.7,3.55,0.26,0.56,4,0.27,3.57,107.1,1.6,50,13.36,4.11,2.41,6.17,17.41,6.15,,,,30.7,2.74,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61251,2,TOP,61251_2_TOP,1.38,156,30.3,577.37,38.12,12.91,1.16,0.05,0.18,4,0.31,1.8,1.6,2,34,551.8,59.82,,,1.28,7.44,24.9,48.8,26.3,100.94,3.44,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61251,2,BTM,61251_2_BTM,1.83,,23.63,433.39,42.14,10.16,0.56,0.04,0.06,2,0.16,0.1,0.4,2,11,74.29,7.87,0.25,0.71,0.28,7.95,27.8,52.4,19.9,55.99,1.39,,Below_Detection,,,,,,,,,,,,,,,,,,,,,,
61251,3,TOP,61251_3_TOP,1.59,11,25.23,457.14,23.68,,,,,,,,,,,68.04,10.95,0.02,2.42,14.35,6.74,73.8,12.3,14,127.6,1.78,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61251,3,BTM,61251_3_BTM,1.69,,21.8,179.9,6.92,,,,,,,,,,,21.37,3.4,,,0.53,8.22,,,,16.33,1.03,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61251,4,TOP,61251_4_TOP,0.74,,29.96,3424.77,155.22,1.76,0.57,0.09,0.38,10,0.09,4.2,41.8,0.6,235,808.91,120.21,0.06,8.87,26.58,4.44,,,,84.24,5.26,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
